GPA,Credits_Completed,Exam_Scores,Attendance_Percentage,Coding_Skills,Communication_Skills,Leadership_Skills,Clubs_Joined,Events_Participated,Internship_Completed,Internship_Duration_Months,Library_Visits_Per_Week,Online_Course_Hours_Per_Week,Employment_Competitiveness
2.04,27,52,61.38,8,5,7,2,9,1,7,5,10,Medium
2.95,76,69,99.37,4,8,7,3,9,0,2,6,16,Medium
3.38,61,77,77.99,2,5,9,0,2,1,9,9,10,High
3.45,117,72,84.78,4,4,6,0,1,0,6,1,2,Medium
3.39,156,97,55.92,4,3,2,4,9,1,6,8,18,Low
2.27,139,52,62.53,9,2,6,2,1,1,1,0,19,High
2.6,106,91,56.99,6,3,8,0,7,1,2,13,10,Low
2.72,73,73,69.51,6,7,6,4,4,1,11,5,13,Low
3.61,103,92,64.21,5,8,9,1,4,0,3,5,5,High
2.56,44,89,86.65,6,5,4,2,5,0,1,13,18,Low
2.42,86,55,55.44,1,1,3,0,8,1,8,6,14,High
3.91,65,69,87.6,5,3,5,0,6,0,9,1,10,High
2.02,41,60,52.29,6,4,3,0,4,0,10,12,17,Low
4.0,158,81,60.1,8,4,2,4,4,0,5,5,3,Low
3.35,27,76,89.6,4,1,2,1,9,1,0,5,18,Low
3.66,58,70,87.14,5,9,4,2,8,1,0,8,2,High
2.59,68,93,73.82,4,4,3,0,8,1,7,13,11,Low
2.03,65,97,52.5,7,2,9,3,1,1,10,7,3,High
3.48,57,99,80.49,6,9,7,2,6,0,5,4,11,High
3.67,155,62,70.34,4,4,6,3,9,0,9,6,0,High
3.48,73,71,65.83,6,4,8,4,0,1,11,6,15,High
2.29,111,84,82.02,4,6,9,0,3,1,6,4,1,Medium
3.51,59,96,71.83,8,8,3,2,1,1,5,6,2,Medium
3.54,53,71,54.62,3,5,7,2,9,0,1,2,15,Medium
3.32,115,77,95.8,8,8,9,0,8,1,2,6,9,High
3.53,98,70,88.92,2,1,1,1,5,1,7,12,8,High
3.69,146,95,52.82,6,4,9,4,3,1,3,5,13,High
3.23,36,67,76.25,8,1,7,0,2,0,7,14,7,Medium
2.18,129,80,54.17,1,3,4,2,3,1,2,11,1,High
2.98,71,95,91.86,6,7,6,1,1,0,1,5,10,Low
2.16,137,86,80.65,9,1,6,2,4,1,6,1,1,Low
2.82,28,70,58.62,2,5,6,3,8,1,0,14,14,Low
2.81,52,63,51.04,1,1,2,2,5,1,10,14,17,Medium
2.13,132,74,51.58,2,6,5,4,1,0,2,1,4,Medium
2.7,104,76,75.37,5,9,7,0,5,1,1,6,6,Low
2.22,29,89,86.72,6,3,6,2,8,0,4,0,18,Low
3.62,25,72,56.04,1,6,3,3,3,1,1,8,18,Low
3.9,134,80,61.06,7,4,5,3,0,0,9,2,15,Low
2.14,140,96,66.36,4,6,8,0,1,1,4,5,18,Low
3.91,84,78,60.9,9,2,5,3,4,1,2,2,16,Low
3.05,39,96,69.57,6,4,3,0,9,0,8,11,12,High
2.6,76,79,77.98,9,7,9,4,6,0,9,8,7,Medium
2.15,65,75,84.25,1,6,3,0,7,1,8,9,10,High
3.0,155,69,98.19,4,9,2,1,2,1,7,11,17,Low
3.59,29,87,96.54,2,7,6,3,8,1,4,6,10,High
3.41,132,68,78.51,6,1,8,3,1,0,9,0,8,High
2.1,158,76,86.71,4,6,6,2,3,1,10,3,13,Low
2.15,31,74,97.54,9,3,1,1,3,0,6,13,1,Medium
2.81,157,89,54.17,3,8,8,2,5,0,1,4,16,Medium
2.59,30,87,50.28,1,1,1,0,9,0,2,6,15,High
2.46,137,72,51.49,1,2,9,4,5,1,11,6,4,Low
2.56,58,78,78.17,9,3,8,3,2,1,10,4,0,Medium
3.61,72,64,88.14,9,3,6,4,8,1,1,11,8,High
3.86,75,52,68.35,5,7,2,0,4,1,9,0,2,Low
2.81,123,59,77.26,2,8,9,0,1,0,10,4,13,Medium
3.81,148,64,75.82,9,9,8,1,5,1,0,4,17,Low
2.64,75,65,54.74,8,7,4,2,2,0,2,3,11,Medium
2.95,137,66,66.08,6,8,2,3,7,0,3,12,13,Low
2.45,151,68,50.97,7,6,6,3,2,0,11,5,15,Low
3.28,49,60,55.54,6,2,1,4,4,1,8,14,4,High
3.96,31,97,90.59,5,1,7,1,3,1,11,7,19,Medium
3.21,54,54,91.47,4,3,1,0,3,1,1,9,19,Medium
2.72,96,54,90.1,7,9,6,1,1,0,8,4,14,Low
3.3,121,63,86.34,4,7,5,3,7,0,0,13,8,Low
2.25,106,99,89.67,9,2,3,2,2,1,8,7,16,Medium
3.78,71,75,83.55,5,1,6,4,3,0,5,14,11,Low
3.01,99,57,83.49,8,2,4,0,5,0,7,11,12,Low
2.9,154,54,83.37,6,3,6,0,8,0,2,4,9,Medium
3.17,41,56,75.7,4,6,4,0,3,1,7,12,6,High
3.25,94,65,68.17,3,9,1,2,2,1,10,2,6,High
2.14,77,63,86.51,6,8,5,3,4,1,8,7,7,High
3.37,112,86,64.93,1,9,8,3,8,0,6,11,14,High
2.48,122,90,77.15,2,8,6,1,0,1,3,3,17,High
3.43,159,53,71.67,7,7,9,1,4,1,5,13,0,Medium
3.65,26,85,63.83,4,6,4,3,3,0,5,2,9,High
3.61,147,97,98.73,5,8,9,0,4,0,1,2,18,Low
3.11,74,66,62.94,1,6,8,2,6,1,1,5,2,Low
3.04,125,96,65.46,2,2,3,3,6,1,10,7,6,Low
2.29,81,85,58.08,4,9,6,2,6,1,4,9,3,High
3.55,109,55,91.15,8,9,4,4,0,0,0,4,4,High
2.54,117,65,79.33,4,3,1,0,8,1,4,0,5,Medium
2.99,96,78,80.65,3,9,9,4,6,0,9,0,9,Medium
2.57,138,85,91.03,3,2,4,3,3,1,2,2,11,Medium
2.27,55,87,67.15,5,3,5,1,3,1,2,11,13,High
3.26,108,86,59.68,3,6,3,3,1,0,7,11,1,Low
2.11,149,97,59.92,8,4,4,4,5,1,10,5,2,Medium
3.5,112,97,86.63,5,8,9,2,9,0,2,1,0,Medium
2.64,133,59,80.71,7,1,7,3,2,1,2,0,2,High
2.0,47,90,60.32,8,6,8,1,0,1,0,14,14,Low
3.02,52,85,57.25,5,2,3,4,4,1,7,6,15,Low
2.09,39,78,56.03,8,6,3,3,5,1,9,13,19,High
2.55,159,63,81.39,3,1,7,4,4,1,9,13,1,Medium
3.41,120,53,50.01,7,2,8,4,4,0,5,11,19,Medium
2.13,42,93,50.92,8,9,5,0,9,1,10,1,15,Low
3.68,131,91,69.48,7,6,1,2,7,1,7,7,14,Medium
2.01,33,85,84.57,2,8,3,0,9,0,2,1,6,Low
2.49,110,99,84.75,8,7,5,4,0,1,10,10,4,Medium
3.48,96,94,71.51,6,9,3,1,7,0,5,0,4,Low
2.63,104,62,84.55,3,9,1,1,6,1,11,9,8,Low
2.2,128,95,76.05,4,4,7,0,0,1,1,1,13,Medium
2.72,50,67,98.85,7,7,1,1,8,0,2,1,18,High
2.54,141,82,58.12,3,5,6,4,3,0,3,6,17,Medium
3.69,126,70,80.03,1,7,6,3,6,1,8,0,8,High
2.63,73,65,74.56,6,4,7,4,2,0,11,2,2,Low
3.58,152,64,59.72,3,1,1,3,7,1,3,4,10,Low
3.78,62,54,87.5,6,4,3,1,3,0,6,11,14,Medium
2.87,108,55,63.78,3,3,9,2,1,0,11,6,3,Medium
3.82,134,87,69.09,6,9,2,2,1,0,7,13,4,Low
2.75,118,52,68.74,4,5,5,4,7,0,4,5,17,Low
3.93,66,97,62.21,4,4,3,4,7,0,1,7,11,Medium
2.18,90,61,71.54,2,8,5,1,0,1,10,0,0,High
3.37,86,85,73.67,4,5,7,2,5,1,7,6,19,Medium
2.99,81,82,87.21,4,3,1,2,8,0,4,8,1,Medium
2.78,128,85,88.25,7,2,3,4,8,1,4,6,8,Low
3.27,56,82,57.93,5,8,6,2,1,0,6,5,17,High
3.41,138,80,79.64,8,2,7,4,7,1,5,8,4,Low
2.01,105,70,94.81,7,8,3,0,7,0,2,12,13,Low
2.33,145,76,55.44,9,5,4,2,3,0,6,3,10,Medium
3.43,155,76,73.65,8,8,6,3,3,1,11,11,2,Medium
3.33,71,57,87.52,9,5,5,1,4,0,0,9,8,High
3.93,110,86,80.57,1,1,9,4,9,1,3,5,1,Medium
3.52,52,81,55.03,3,2,1,2,6,0,3,5,13,Low
3.9,100,75,69.83,5,6,5,2,0,0,5,13,1,Low
3.41,61,51,75.36,9,3,1,4,8,0,5,9,9,Low
2.6,131,61,99.79,8,8,8,3,2,1,9,13,18,Medium
2.21,145,71,58.93,7,5,7,2,3,0,7,2,1,High
3.56,155,66,99.12,2,3,5,0,6,1,11,6,15,High
3.29,125,56,68.81,6,7,6,1,4,1,0,0,5,Low
2.1,144,92,60.02,4,8,4,4,4,1,6,10,11,High
2.72,132,53,70.71,5,4,9,2,0,1,3,7,6,High
3.91,83,86,80.7,5,9,3,1,1,0,5,7,3,High
3.0,142,87,60.67,4,6,2,4,4,0,9,7,7,High
2.87,133,81,64.57,4,1,7,4,1,0,8,8,18,Low
2.92,39,60,92.73,4,5,2,4,0,0,2,14,9,High
2.42,35,50,99.95,2,5,6,3,9,1,7,3,0,Low
2.74,38,74,65.91,1,7,8,0,2,1,2,14,4,High
2.74,139,91,57.44,2,7,3,4,0,1,5,5,5,High
2.1,155,73,89.66,7,6,3,3,9,0,1,14,18,High
3.54,57,92,80.02,1,8,3,4,7,1,8,10,17,High
2.83,112,66,55.02,6,2,1,4,7,1,1,11,18,Medium
3.64,124,57,97.34,4,7,9,3,7,0,11,6,18,Medium
3.7,119,94,53.9,2,7,5,0,6,0,4,1,0,Low
2.42,109,76,81.27,3,4,9,1,6,0,5,5,19,Low
3.31,63,67,71.2,7,2,5,2,1,0,3,7,10,Medium
2.94,95,76,77.83,6,4,7,4,8,0,11,14,2,Medium
3.76,98,71,60.66,6,4,1,0,6,0,6,3,9,Medium
2.43,92,65,84.41,8,6,9,2,4,0,6,4,6,High
3.36,159,51,97.99,8,7,1,4,3,1,11,7,16,Low
3.22,115,54,72.92,6,3,4,2,7,1,6,2,15,Low
2.59,108,67,76.15,1,1,7,3,4,1,10,5,6,High
2.27,122,52,61.99,7,3,9,0,5,0,6,13,12,High
3.3,25,76,94.59,8,9,1,0,3,0,9,0,11,High
3.48,141,66,98.56,5,1,6,1,1,1,10,3,11,High
2.63,135,65,89.31,4,8,5,1,6,0,9,13,7,Medium
3.29,81,55,77.14,7,2,3,2,1,1,8,5,7,Low
2.79,155,56,97.84,6,6,2,3,6,0,1,2,12,Low
3.43,108,99,57.69,6,3,1,2,6,1,4,0,10,Medium
2.4,115,63,73.92,3,7,2,4,0,1,9,5,0,Low
3.78,145,87,76.88,4,2,4,0,9,0,8,13,16,High
2.57,109,89,74.6,5,4,6,2,9,0,11,2,18,Low
2.74,105,64,90.12,9,9,5,2,2,0,10,7,12,High
2.12,157,96,83.52,8,6,4,0,2,0,10,6,14,High
2.22,140,96,56.33,3,4,8,0,5,1,1,10,11,Low
3.03,95,97,67.32,6,2,7,1,2,1,2,6,16,Low
2.54,111,82,66.95,1,9,4,1,8,1,6,12,2,High
3.67,89,92,78.28,3,4,5,0,4,1,8,11,6,High
2.03,152,76,64.57,7,9,5,2,5,1,2,7,1,High
2.76,42,78,55.86,7,2,3,4,5,1,9,6,1,Low
2.67,156,86,82.68,2,7,9,2,7,0,7,4,5,Medium
2.04,77,54,92.55,3,5,5,4,9,1,10,9,3,Low
2.25,65,78,96.58,7,8,2,0,2,0,7,7,15,High
2.83,41,81,98.63,6,8,4,4,8,1,11,13,14,Medium
2.99,27,55,89.06,7,4,4,1,6,0,3,7,9,Medium
2.81,142,51,56.99,9,4,5,0,5,0,10,10,13,Low
3.06,39,55,92.66,8,8,8,3,0,1,5,7,8,High
3.19,97,95,70.0,6,3,5,4,3,0,10,14,14,Low
2.02,58,92,86.5,4,7,1,4,4,1,11,11,6,Medium
2.93,56,53,76.56,9,8,2,3,1,0,7,14,6,Low
3.93,94,78,91.43,7,8,3,3,0,1,11,9,7,Low
3.04,137,74,71.28,5,4,3,0,1,0,8,5,18,Medium
3.36,123,58,53.09,2,9,6,2,7,1,1,1,17,Low
2.62,50,52,77.84,9,4,9,3,9,1,0,7,16,High
3.55,142,75,58.56,7,8,1,4,5,1,4,12,17,Medium
3.55,73,97,98.28,9,6,6,3,9,0,9,9,18,Medium
3.04,53,92,76.35,9,5,9,0,1,1,2,14,7,Medium
3.95,141,76,77.68,5,4,4,0,8,1,10,0,12,Low
2.25,132,85,95.36,7,5,3,4,7,1,5,8,10,High
2.03,81,81,81.23,5,1,6,4,3,1,11,8,18,Low
3.54,42,50,65.14,3,7,6,4,9,0,10,5,6,Medium
3.61,65,65,64.8,8,8,2,2,6,0,0,9,4,High
2.24,75,97,75.08,8,9,5,4,2,0,11,5,4,High
2.53,154,60,93.33,9,3,1,0,5,1,10,5,7,Low
2.04,137,75,89.74,6,9,9,0,2,0,3,10,9,High
2.59,150,89,98.14,2,5,9,3,9,0,5,3,4,Low
3.55,132,50,53.59,3,6,3,4,2,0,1,0,14,High
3.04,63,75,63.42,6,1,5,2,8,0,10,0,15,Medium
2.7,147,77,54.01,1,9,3,1,5,0,10,0,9,High
2.74,127,58,87.55,2,9,7,3,7,0,7,4,7,Medium
2.0,36,93,57.04,8,6,1,2,3,1,3,12,18,Medium
2.6,78,71,54.99,8,8,5,4,3,1,1,14,3,Medium
3.29,157,57,78.08,6,4,6,2,7,0,0,6,13,Low
3.95,118,98,70.57,3,5,7,1,6,1,7,0,7,Low
3.69,103,91,85.76,2,5,3,2,4,1,9,0,13,Low
2.05,64,76,74.35,6,7,7,1,1,1,0,13,11,Medium
3.8,127,88,71.27,1,7,4,1,5,1,6,12,0,Medium
3.57,81,68,71.28,6,7,6,1,0,1,6,11,18,High
3.56,78,74,93.59,9,5,5,2,6,0,5,10,17,High
2.92,157,87,69.76,7,4,4,4,8,0,7,11,11,Medium
2.8,30,70,66.67,9,8,6,0,4,1,9,5,9,Medium
2.61,121,73,66.93,2,1,3,0,4,0,0,10,0,Medium
2.13,89,73,59.83,5,1,3,2,6,0,11,1,13,High
2.46,142,68,93.03,9,6,5,4,4,0,0,1,8,Medium
2.49,53,99,57.33,7,2,5,0,9,0,0,11,14,High
2.97,120,96,95.43,9,3,9,1,3,0,5,12,13,High
3.49,123,51,64.17,6,4,4,2,0,0,6,6,8,Medium
2.95,59,63,94.97,7,2,5,2,5,0,9,14,10,High
2.12,38,81,89.54,5,7,9,3,8,1,8,8,4,Low
3.92,86,91,79.1,6,1,4,3,3,1,9,7,11,Medium
3.89,101,81,83.47,1,3,3,3,9,1,4,1,15,Medium
3.57,83,77,66.29,1,2,7,4,3,0,0,13,19,Medium
3.98,102,97,78.71,2,9,7,2,4,1,8,6,2,Low
3.09,66,88,64.62,4,8,8,3,5,0,4,4,4,Medium
3.93,25,89,70.11,9,3,4,2,2,1,5,12,18,High
2.15,35,91,88.23,7,5,4,1,8,1,8,10,4,High
2.73,58,96,62.2,6,3,9,3,0,0,1,9,17,Medium
2.45,132,89,91.94,1,6,7,2,5,1,2,11,3,Low
2.39,159,62,68.79,5,5,3,4,5,0,6,13,14,Medium
2.28,157,61,76.61,4,2,9,4,7,1,2,12,4,Low
3.24,90,57,97.1,5,8,5,4,4,1,1,3,7,Low
3.56,129,64,84.06,9,6,4,3,8,0,6,11,15,Medium
3.16,74,75,82.28,3,3,1,4,8,1,7,13,0,Medium
2.29,148,61,85.58,4,1,9,0,1,1,8,9,4,Low
3.62,68,92,95.91,8,5,6,1,4,1,1,13,17,Low
3.27,40,95,62.43,3,2,2,2,6,1,1,3,15,Medium
2.78,56,76,80.66,3,2,7,0,1,1,10,14,9,Medium
3.35,135,67,70.02,9,9,3,3,6,0,6,3,3,Medium
2.52,43,94,50.59,5,7,6,2,8,0,3,8,17,Low
2.69,74,85,56.27,1,6,8,2,7,0,4,6,16,Low
3.83,44,98,66.25,7,1,3,4,9,0,0,6,12,Low
2.58,154,76,78.25,7,2,5,2,8,0,5,13,7,Medium
2.94,146,58,94.07,6,7,6,2,3,0,9,3,7,Medium
3.78,112,88,89.56,6,3,1,1,7,1,7,8,11,High
3.42,113,50,77.67,3,2,7,3,8,0,10,7,17,High
2.12,90,56,53.69,3,6,4,0,9,0,0,9,5,Medium
2.29,141,75,64.3,9,8,7,4,1,1,1,3,6,Medium
2.02,43,56,68.34,1,8,7,1,9,1,6,12,16,High
3.26,30,56,81.09,7,2,5,0,2,0,1,5,4,High
2.9,92,57,53.25,7,6,8,0,0,1,8,3,18,Low
2.27,31,65,76.51,8,5,8,1,0,1,5,0,7,Medium
3.92,54,52,95.07,6,7,5,4,9,1,11,4,18,High
3.06,42,94,85.27,8,4,5,3,5,1,11,9,7,Medium
2.48,102,59,89.85,1,2,7,1,0,0,4,13,18,Low
3.0,107,99,84.08,1,3,6,1,4,0,6,10,6,High
3.36,99,56,60.33,9,9,4,1,5,1,9,2,2,Low
2.15,116,70,55.52,4,8,2,4,8,1,7,0,5,High
2.55,159,86,91.47,3,9,8,1,5,1,8,1,7,High
3.61,53,80,84.78,6,5,3,1,3,0,5,1,17,Low
2.92,94,72,78.75,9,5,2,2,0,1,4,7,14,Medium
3.09,147,76,59.46,4,7,7,2,5,0,6,3,16,Medium
2.87,50,71,80.17,9,7,6,2,6,0,1,2,3,Medium
2.09,149,88,51.57,5,1,8,2,4,1,7,3,6,Medium
2.33,122,76,55.94,7,5,6,1,5,1,11,9,16,Low
2.89,34,98,65.59,3,8,7,2,9,1,3,0,5,Medium
2.42,76,53,72.19,3,7,2,0,7,1,0,0,12,Medium
2.1,94,73,56.03,3,2,2,3,0,1,2,4,6,Low
3.69,53,72,56.0,8,8,6,2,7,1,8,6,8,Medium
3.96,122,97,86.29,6,2,9,4,1,1,3,8,18,Medium
3.59,94,68,78.49,9,1,3,3,1,0,9,6,19,High
3.71,48,91,76.69,9,3,8,0,7,0,9,10,12,Low
2.48,35,52,72.62,8,3,5,3,1,0,10,4,14,Medium
3.92,96,76,98.83,1,6,6,3,7,1,2,2,16,Low
2.39,56,52,52.49,6,3,6,0,4,0,3,7,4,Medium
3.9,100,77,59.03,4,7,3,2,8,0,2,11,18,Medium
3.99,143,66,82.38,4,8,5,0,8,1,2,6,5,Low
3.42,38,80,56.82,3,3,1,4,7,0,1,3,11,Medium
3.96,121,59,79.47,9,9,2,0,8,1,5,0,14,Medium
3.14,155,98,78.39,2,1,3,1,6,0,9,12,14,Medium
2.52,96,71,98.55,1,3,4,1,7,1,5,2,2,Low
2.87,60,79,94.17,3,3,9,3,5,1,9,10,3,Low
3.19,80,98,97.28,4,7,1,2,8,1,3,7,4,Medium
2.15,45,70,55.68,4,5,3,2,1,0,7,1,5,Medium
3.24,90,85,93.41,6,4,3,1,2,1,5,8,5,Low
3.96,122,72,56.45,1,2,6,4,1,0,11,13,16,Medium
2.38,89,87,81.65,1,7,5,0,5,0,7,3,7,Medium
3.59,126,61,86.0,2,3,3,0,2,1,5,14,18,High
3.82,126,74,58.04,4,7,4,0,0,0,8,13,19,Low
3.89,122,69,81.63,7,7,7,4,3,0,2,6,12,Low
3.92,38,98,52.62,6,2,3,4,4,0,2,9,14,Low
3.04,87,98,64.66,9,7,9,0,3,1,1,11,16,Low
3.95,89,91,96.06,7,6,8,0,5,0,9,6,16,High
3.51,132,56,58.59,5,4,2,4,2,0,5,11,1,Low
2.32,76,78,53.26,6,5,5,0,9,0,6,7,2,Low
2.95,80,97,72.18,9,8,4,4,5,0,6,6,8,Low
3.44,111,78,92.53,1,5,5,3,9,0,4,10,5,High
2.49,49,62,53.83,9,3,3,1,0,0,5,3,0,Medium
3.28,146,52,67.78,6,2,1,1,5,1,6,12,18,Medium
3.33,134,51,94.99,4,6,8,4,7,1,10,11,3,Medium
2.33,25,65,55.91,5,6,9,0,9,1,1,6,12,Medium
3.13,37,79,65.53,1,7,8,1,7,1,9,4,19,High
3.54,29,87,88.92,7,8,4,2,0,0,11,14,7,High
3.0,111,55,77.16,8,4,2,0,6,0,6,11,4,High
2.02,158,94,91.62,5,8,4,4,9,0,0,9,9,Medium
2.02,96,56,55.58,2,1,9,2,9,0,5,6,19,Low
2.71,120,54,96.03,8,6,9,4,3,1,7,2,18,Low
3.85,103,56,96.75,7,6,5,0,5,1,0,9,11,Low
2.46,71,83,57.77,9,3,5,3,5,0,0,10,0,High
3.27,50,81,51.69,4,9,3,3,4,0,5,6,8,High
2.44,129,98,99.49,9,5,6,3,9,0,4,6,15,Low
2.64,112,62,74.11,4,1,7,0,8,1,2,1,16,High
3.7,72,79,78.6,3,7,9,0,9,1,9,7,17,High
3.46,105,74,80.8,3,3,7,2,7,1,9,6,13,Medium
2.19,21,70,89.48,2,4,3,0,5,0,6,8,16,Low
2.86,105,70,90.6,3,6,7,0,3,0,6,11,0,Low
2.06,152,77,59.7,8,8,1,2,3,0,6,3,14,High
2.96,23,97,61.83,8,4,2,2,8,1,5,8,18,Medium
3.32,25,69,93.84,2,9,4,4,3,1,3,0,1,Medium
2.24,137,83,90.98,2,8,7,1,6,1,8,4,13,Medium
2.58,108,54,80.88,2,6,9,1,5,0,11,9,1,High
2.8,33,67,99.73,7,7,5,4,1,1,8,6,14,Low
3.84,75,88,86.76,6,8,8,3,4,0,6,3,0,Low
3.99,100,92,60.79,1,2,7,0,2,0,6,12,0,Low
2.09,65,60,92.33,2,5,5,2,8,0,7,14,11,Medium
3.52,35,66,70.74,1,7,3,2,9,1,10,6,14,Medium
2.74,139,97,51.81,7,8,3,3,0,1,4,13,17,Low
2.78,103,94,66.07,6,5,6,2,9,1,10,11,14,High
3.51,27,71,88.18,2,3,4,3,3,1,8,14,6,High
3.84,107,86,98.01,2,6,3,4,3,1,5,8,11,High
3.9,150,69,63.81,2,5,4,3,8,1,6,12,9,Low
3.15,38,97,62.33,8,8,3,1,0,0,11,13,1,Medium
2.71,116,97,78.18,7,9,6,3,1,1,6,4,1,High
3.58,85,97,90.58,1,9,7,4,0,1,8,4,5,Medium
2.5,98,95,87.33,4,6,4,3,0,0,6,1,19,Medium
3.13,105,55,78.0,4,4,3,4,0,1,2,13,5,Medium
2.72,143,83,81.57,7,4,3,1,2,1,5,4,9,Low
3.31,65,63,62.1,2,9,3,0,3,0,5,7,2,Medium
2.48,132,97,71.63,4,4,9,4,9,1,10,3,15,Low
2.38,110,72,62.77,1,8,3,0,1,0,11,1,4,Low
3.84,52,69,94.22,4,9,3,4,0,0,6,7,4,High
2.2,152,62,55.63,1,5,8,3,4,0,5,3,9,Low
3.01,96,96,83.99,2,6,4,0,5,1,3,13,12,Medium
2.44,140,93,63.01,2,3,7,4,1,0,5,12,2,Low
2.08,147,90,73.78,3,5,3,4,2,1,2,4,17,Low
2.07,97,81,64.97,8,5,8,0,9,0,0,13,18,High
2.35,86,75,66.16,6,2,3,4,2,1,0,11,5,Medium
3.73,134,99,63.02,6,6,5,0,1,0,4,6,19,Low
2.56,82,63,87.64,9,9,1,1,3,1,10,10,0,Medium
3.9,132,85,68.29,8,7,5,2,4,1,7,4,9,High
3.16,113,57,86.32,2,8,6,1,7,1,2,12,9,Medium
2.87,67,89,72.8,6,2,7,0,5,1,1,14,0,Low
3.16,31,71,77.36,1,9,2,3,8,1,7,9,18,High
3.03,59,71,77.16,9,3,2,3,2,1,8,3,10,High
3.52,104,65,98.79,4,5,9,2,9,1,8,14,12,Low
2.56,76,76,68.35,4,7,1,0,8,1,1,6,16,High
2.71,106,59,60.38,9,4,2,4,3,1,11,12,19,High
3.79,103,74,95.59,3,7,2,1,7,0,7,3,17,Low
3.89,140,80,58.74,5,8,7,1,9,0,1,9,3,Low
3.79,93,70,91.72,1,4,6,2,6,0,6,11,14,Low
2.84,126,76,57.51,6,5,9,2,6,0,7,3,1,Low
3.56,143,66,82.94,3,3,7,2,8,0,0,14,5,Low
2.95,119,82,57.53,1,5,3,2,9,1,7,1,8,Medium
3.0,62,80,96.15,6,8,3,2,1,0,2,4,10,Medium
2.41,138,99,78.25,2,3,1,2,4,0,0,7,19,High
3.18,42,91,66.46,8,5,8,4,2,0,6,3,15,Low
2.37,56,75,57.02,2,1,1,4,6,0,9,10,7,High
2.66,153,70,68.56,4,2,2,1,2,1,2,12,16,Medium
3.71,84,85,85.25,3,3,7,1,4,1,7,14,3,Low
2.41,153,50,69.25,9,1,1,2,4,0,8,1,6,Medium
2.14,41,53,62.3,2,9,4,1,1,0,1,8,10,High
2.14,124,53,78.87,3,9,9,2,0,0,0,5,10,Low
3.88,107,75,70.89,7,5,8,4,5,0,7,2,10,High
3.01,144,53,58.29,4,4,8,3,0,1,9,12,14,High
2.82,98,98,57.7,6,5,3,4,8,1,5,13,4,High
3.62,109,58,85.37,3,4,5,0,9,1,9,9,5,Low
3.67,70,79,98.73,1,5,4,4,4,0,0,10,4,High
2.66,121,94,61.65,6,7,8,0,0,1,2,4,8,Medium
3.39,125,53,88.66,4,8,7,1,7,0,8,5,10,High
3.54,79,54,54.38,2,2,7,4,0,1,8,8,2,Medium
3.31,65,94,69.08,7,4,7,3,3,1,5,4,19,Medium
2.3,55,72,75.33,5,8,1,4,6,0,2,8,3,Medium
3.75,30,65,63.44,6,7,7,4,3,1,7,0,14,High
3.08,31,71,76.48,6,9,4,4,4,1,5,11,17,High
2.56,58,86,94.13,9,5,3,2,6,0,0,14,4,High
2.85,158,57,97.22,2,6,5,4,3,1,5,9,10,Low
2.08,55,97,55.03,6,8,2,4,4,1,4,3,10,High
2.26,71,82,63.59,9,5,8,3,6,0,7,0,3,High
3.53,50,87,98.96,4,9,9,0,0,1,1,1,15,High
2.0,52,92,63.52,6,4,5,0,2,0,11,1,10,Low
2.83,77,65,84.64,7,8,3,3,0,0,6,9,0,Low
3.05,147,54,62.67,1,3,7,1,2,0,5,10,12,Low
2.11,50,65,67.82,5,5,1,4,1,0,0,4,18,Low
3.95,74,56,59.56,4,8,3,1,4,0,11,0,5,High
2.45,29,50,92.82,2,7,9,3,9,0,7,9,19,Low
2.61,149,58,94.13,2,1,2,1,4,0,5,13,18,Low
2.61,34,67,64.85,2,4,9,0,9,0,2,2,5,Low
2.46,22,94,91.18,7,2,1,2,8,0,4,10,12,High
2.0,62,96,67.91,4,2,4,1,7,0,6,5,10,Medium
3.46,86,52,54.95,6,7,6,2,2,0,8,0,18,Medium
3.93,75,73,87.9,7,3,7,1,0,0,3,11,6,High
2.45,82,77,79.82,9,3,3,3,4,0,11,10,11,Medium
3.33,34,59,63.72,2,6,9,2,2,1,1,0,15,High
3.48,128,58,62.65,9,6,4,1,4,0,2,2,0,High
3.7,135,62,98.78,5,1,5,3,8,0,6,8,14,Low
2.85,111,97,93.13,6,1,8,0,0,0,7,1,12,Low
2.61,157,84,90.49,6,6,3,4,0,1,4,14,9,Low
2.65,66,72,56.4,3,7,8,3,8,0,2,11,17,High
3.43,76,96,87.76,7,9,1,3,2,1,0,5,3,Low
3.63,69,66,60.73,7,4,8,0,9,0,9,2,5,Medium
2.36,90,95,98.87,8,6,8,2,4,1,0,5,7,High
2.74,101,56,52.6,5,3,6,1,8,1,10,10,19,Low
3.8,135,65,67.61,2,4,5,2,4,1,1,10,8,Low
3.61,124,89,71.43,3,9,9,3,2,1,4,6,7,Low
3.97,107,85,91.21,9,1,6,1,8,1,2,12,17,High
3.51,21,69,88.31,6,5,1,4,6,0,6,12,6,Low
2.79,123,73,68.75,8,7,6,4,6,0,1,6,18,Medium
3.18,103,96,78.28,8,3,1,1,7,0,1,13,17,Medium
3.32,62,54,91.78,5,2,6,3,4,1,2,1,0,High
2.16,90,94,50.91,1,2,3,0,1,1,11,2,10,Medium
3.09,113,55,90.11,6,1,6,2,8,1,0,3,8,Medium
3.42,61,77,97.34,7,5,6,2,2,1,1,7,9,High
2.33,152,54,51.6,9,3,1,0,1,0,4,4,9,Low
